DATE,SP_NAME,SP_CLOSE,VIX_NAME,VIX_CLOSE,VIX_DAYS_LEFT
2012-02-14,F.US.EPH12,1347.75,CFE_G12_VX,19.8,1
2012-02-15,F.US.EPH12,1342.25,CFE_H12_VX,24.25,35
2012-02-16,F.US.EPH12,1354.75,CFE_H12_VX,22.8,34
2012-02-17,F.US.EPH12,1359.75,CFE_H12_VX,22.6,33
2012-02-21,F.US.EPH12,1360.0,CFE_H12_VX,22.55,29
2012-02-22,F.US.EPH12,1356.0,CFE_H12_VX,21.8,28
2012-02-23,F.US.EPH12,1363.0,CFE_H12_VX,20.25,27
2012-02-24,F.US.EPH12,1363.25,CFE_H12_VX,21.2,26
2012-02-27,F.US.EPH12,1367.25,CFE_H12_VX,21.55,23
2012-02-28,F.US.EPH12,1371.5,CFE_H12_VX,20.85,22
2012-02-29,F.US.EPH12,1364.5,CFE_H12_VX,21.0,21
2012-03-01,F.US.EPH12,1374.5,CFE_H12_VX,20.05,20
2012-03-02,F.US.EPH12,1368.75,CFE_H12_VX,20.4,19
2012-03-05,F.US.EPH12,1364.5,CFE_H12_VX,20.15,16
2012-03-06,F.US.EPH12,1342.0,CFE_H12_VX,22.5,15
2012-03-07,F.US.EPH12,1352.75,CFE_H12_VX,20.65,14
2012-03-08,F.US.EPH12,1366.5,CFE_H12_VX,19.71,13
2012-03-09,F.US.EPH12,1372.5,CFE_H12_VX,19.05,12
2012-03-12,F.US.EPH12,1372.5,CFE_H12_VX,17.75,9
2012-03-13,F.US.EPH12,1396.25,CFE_H12_VX,17.01,8
2012-03-14,F.US.EPH12,1394.25,CFE_H12_VX,17.77,7
2012-03-15,F.US.EPH12,1401.75,CFE_H12_VX,17.04,6
2012-03-16,F.US.EPM12,1398.5,CFE_H12_VX,16.15,5
2012-03-19,F.US.EPM12,1404.0,CFE_H12_VX,15.55,2
2012-03-20,F.US.EPM12,1400.0,CFE_H12_VX,15.65,1
2012-03-21,F.US.EPM12,1397.5,CFE_J12_VX,18.1,28
2012-03-22,F.US.EPM12,1389.0,CFE_J12_VX,18.35,27
2012-03-23,F.US.EPM12,1394.0,CFE_J12_VX,17.01,26
2012-03-26,F.US.EPM12,1415.0,CFE_J12_VX,15.63,23
2012-03-27,F.US.EPM12,1406.5,CFE_J12_VX,17.6,22
2012-03-28,F.US.EPM12,1400.25,CFE_J12_VX,17.65,21
2012-03-29,F.US.EPM12,1398.25,CFE_J12_VX,17.09,20
2012-03-30,F.US.EPM12,1403.25,CFE_J12_VX,16.82,19
2012-04-02,F.US.EPM12,1412.5,CFE_J12_VX,17.0,16
2012-04-03,F.US.EPM12,1408.75,CFE_J12_VX,17.24,15
2012-04-04,F.US.EPM12,1393.25,CFE_J12_VX,17.94,14
2012-04-05,F.US.EPM12,1390.25,CFE_J12_VX,18.45,13
2012-04-09,F.US.EPM12,1375.0,CFE_J12_VX,19.59,9
2012-04-10,F.US.EPM12,1357.0,CFE_J12_VX,21.15,8
2012-04-11,F.US.EPM12,1364.0,CFE_J12_VX,20.69,7
2012-04-12,F.US.EPM12,1386.0,CFE_J12_VX,18.2,6
2012-04-13,F.US.EPM12,1365.0,CFE_J12_VX,19.94,5
2012-04-16,F.US.EPM12,1364.0,CFE_J12_VX,19.85,2
2012-04-17,F.US.EPM12,1383.5,CFE_J12_VX,18.18,1
2012-04-18,F.US.EPM12,1378.25,CFE_K12_VX,20.54,28
2012-04-19,F.US.EPM12,1372.5,CFE_K12_VX,20.4,27
2012-04-20,F.US.EPM12,1375.25,CFE_K12_VX,19.69,26
2012-04-23,F.US.EPM12,1362.75,CFE_K12_VX,20.6,23
2012-04-24,F.US.EPM12,1370.0,CFE_K12_VX,19.74,22
2012-04-25,F.US.EPM12,1387.25,CFE_K12_VX,18.55,21
2012-04-26,F.US.EPM12,1396.75,CFE_K12_VX,18.0,20
2012-04-27,F.US.EPM12,1398.5,CFE_K12_VX,18.04,19
2012-04-30,F.US.EPM12,1393.5,CFE_K12_VX,18.44,16
2012-05-01,F.US.EPM12,1400.5,CFE_K12_VX,18.0,15
2012-05-02,F.US.EPM12,1397.5,CFE_K12_VX,18.05,14
2012-05-03,F.US.EPM12,1386.0,CFE_K12_VX,18.8,13
2012-05-04,F.US.EPM12,1362.5,CFE_K12_VX,20.0,12
2012-05-07,F.US.EPM12,1365.75,CFE_K12_VX,19.34,9
2012-05-08,F.US.EPM12,1358.5,CFE_K12_VX,19.55,8
2012-05-09,F.US.EPM12,1351.0,CFE_K12_VX,20.5,7
2012-05-10,F.US.EPM12,1357.5,CFE_K12_VX,19.34,6
2012-05-11,F.US.EPM12,1350.0,CFE_K12_VX,20.1,5
2012-05-14,F.US.EPM12,1334.0,CFE_K12_VX,21.95,2
2012-05-15,F.US.EPM12,1328.25,CFE_K12_VX,21.85,1
2012-05-16,F.US.EPM12,1322.5,CFE_M12_VX,24.4,35
2012-05-17,F.US.EPM12,1301.25,CFE_M12_VX,26.2,34
2012-05-18,F.US.EPM12,1290.75,CFE_M12_VX,28.21,33
2012-05-21,F.US.EPM12,1315.75,CFE_M12_VX,24.24,30
2012-05-22,F.US.EPM12,1314.75,CFE_M12_VX,24.94,29
2012-05-23,F.US.EPM12,1315.75,CFE_M12_VX,24.81,28
2012-05-24,F.US.EPM12,1322.5,CFE_M12_VX,24.25,27
2012-05-25,F.US.EPM12,1315.0,CFE_M12_VX,24.55,26
2012-05-29,F.US.EPM12,1333.5,CFE_M12_VX,23.0,22
2012-05-30,F.US.EPM12,1308.5,CFE_M12_VX,25.69,21
2012-05-31,F.US.EPM12,1309.25,CFE_M12_VX,25.99,20
2012-06-01,F.US.EPM12,1274.0,CFE_M12_VX,27.75,19
2012-06-04,F.US.EPM12,1273.0,CFE_M12_VX,26.95,16
2012-06-05,F.US.EPM12,1285.0,CFE_M12_VX,25.58,15
2012-06-06,F.US.EPM12,1315.5,CFE_M12_VX,23.4,14
2012-06-07,F.US.EPM12,1316.75,CFE_M12_VX,23.05,13
2012-06-08,F.US.EPM12,1328.75,CFE_M12_VX,21.71,12
2012-06-11,F.US.EPM12,1307.0,CFE_M12_VX,24.55,9
2012-06-12,F.US.EPM12,1326.75,CFE_M12_VX,23.45,8
2012-06-13,F.US.EPM12,1315.5,CFE_M12_VX,24.97,7
2012-06-14,F.US.EPM12,1333.0,CFE_M12_VX,22.95,6
2012-06-15,F.US.EPU12,1337.5,CFE_M12_VX,21.48,5
2012-06-18,F.US.EPU12,1341.0,CFE_M12_VX,19.0,2
2012-06-19,F.US.EPU12,1350.5,CFE_M12_VX,18.45,1
2012-06-20,F.US.EPU12,1350.75,CFE_N12_VX,20.43,28
2012-06-21,F.US.EPU12,1318.25,CFE_N12_VX,23.35,27
2012-06-22,F.US.EPU12,1326.75,CFE_N12_VX,21.88,26
2012-06-25,F.US.EPU12,1306.5,CFE_N12_VX,22.46,23
2012-06-26,F.US.EPU12,1315.5,CFE_N12_VX,21.75,22
2012-06-27,F.US.EPU12,1325.5,CFE_N12_VX,21.71,21
2012-06-28,F.US.EPU12,1322.5,CFE_N12_VX,21.34,20
2012-06-29,F.US.EPU12,1356.5,CFE_N12_VX,19.52,19
2012-07-02,F.US.EPU12,1357.5,CFE_N12_VX,18.14,16
2012-07-03,F.US.EPU12,1368.0,CFE_N12_VX,17.7,15
2012-07-05,F.US.EPU12,1361.5,CFE_N12_VX,18.8,13
2012-07-06,F.US.EPU12,1351.75,CFE_N12_VX,18.25,12
2012-07-09,F.US.EPU12,1349.25,CFE_N12_VX,18.4,9
2012-07-10,F.US.EPU12,1335.5,CFE_N12_VX,19.25,8
2012-07-11,F.US.EPU12,1336.25,CFE_N12_VX,18.3,7
2012-07-12,F.US.EPU12,1329.25,CFE_N12_VX,18.5,6
2012-07-13,F.US.EPU12,1351.75,CFE_N12_VX,17.45,5
2012-07-16,F.US.EPU12,1347.5,CFE_N12_VX,17.3,2
2012-07-17,F.US.EPU12,1358.5,CFE_N12_VX,16.65,1
2012-07-18,F.US.EPU12,1367.25,CFE_Q12_VX,18.65,35
2012-07-19,F.US.EPU12,1372.0,CFE_Q12_VX,18.19,34
2012-07-20,F.US.EPU12,1358.25,CFE_Q12_VX,19.12,33
2012-07-23,F.US.EPU12,1343.75,CFE_Q12_VX,20.78,30
2012-07-24,F.US.EPU12,1329.5,CFE_Q12_VX,21.85,29
2012-07-25,F.US.EPU12,1335.0,CFE_Q12_VX,21.1,28
2012-07-26,F.US.EPU12,1354.75,CFE_Q12_VX,19.14,27
2012-07-27,F.US.EPU12,1382.5,CFE_Q12_VX,18.58,26
2012-07-30,F.US.EPU12,1380.5,CFE_Q12_VX,19.5,23
2012-07-31,F.US.EPU12,1374.5,CFE_Q12_VX,19.9,22
2012-08-01,F.US.EPU12,1370.5,CFE_Q12_VX,19.7,21
2012-08-02,F.US.EPU12,1362.0,CFE_Q12_VX,18.67,20
2012-08-03,F.US.EPU12,1389.0,CFE_Q12_VX,17.2,19
2012-08-06,F.US.EPU12,1390.0,CFE_Q12_VX,16.84,16
2012-08-07,F.US.EPU12,1397.0,CFE_Q12_VX,17.65,15
2012-08-08,F.US.EPU12,1398.25,CFE_Q12_VX,16.8,14
2012-08-09,F.US.EPU12,1400.5,CFE_Q12_VX,16.55,13
2012-08-10,F.US.EPU12,1402.5,CFE_Q12_VX,16.35,12
2012-08-13,F.US.EPU12,1402.5,CFE_Q12_VX,15.8,9
2012-08-14,F.US.EPU12,1401.5,CFE_Q12_VX,16.4,8
2012-08-15,F.US.EPU12,1403.5,CFE_Q12_VX,16.2,7
2012-08-16,F.US.EPU12,1413.0,CFE_Q12_VX,15.89,6
2012-08-17,F.US.EPU12,1415.25,CFE_Q12_VX,15.09,5
2012-08-20,F.US.EPU12,1414.75,CFE_Q12_VX,14.64,2
2012-08-21,F.US.EPU12,1412.5,CFE_Q12_VX,14.9,1
2012-08-22,F.US.EPU12,1412.25,CFE_U12_VX,18.96,28
2012-08-23,F.US.EPU12,1400.0,CFE_U12_VX,19.29,27
2012-08-24,F.US.EPU12,1409.75,CFE_U12_VX,18.55,26
2012-08-27,F.US.EPU12,1408.25,CFE_U12_VX,18.8,23
2012-08-28,F.US.EPU12,1407.75,CFE_U12_VX,19.0,22
2012-08-29,F.US.EPU12,1407.25,CFE_U12_VX,19.25,21
2012-08-30,F.US.EPU12,1397.0,CFE_U12_VX,19.7,20
2012-08-31,F.US.EPU12,1405.0,CFE_U12_VX,18.95,19
2012-09-04,F.US.EPU12,1406.0,CFE_U12_VX,18.65,15
2012-09-05,F.US.EPU12,1403.5,CFE_U12_VX,18.14,14
2012-09-06,F.US.EPU12,1431.0,CFE_U12_VX,16.1,13
2012-09-07,F.US.EPU12,1438.25,CFE_U12_VX,15.1,12
2012-09-10,F.US.EPU12,1426.5,CFE_U12_VX,16.53,9
2012-09-11,F.US.EPU12,1430.5,CFE_U12_VX,16.61,8
2012-09-12,F.US.EPU12,1439.5,CFE_U12_VX,15.81,7
2012-09-13,F.US.EPU12,1457.25,CFE_U12_VX,14.91,6
2012-09-14,F.US.EPU12,1465.75,CFE_U12_VX,15.75,5
2012-09-17,F.US.EPU12,1460.75,CFE_U12_VX,15.0,2
2012-09-18,F.US.EPU12,1459.25,CFE_U12_VX,14.29,1
2012-09-19,F.US.EPU12,1459.5,CFE_V12_VX,16.05,28
2012-09-20,F.US.EPU12,1460.5,CFE_V12_VX,16.4,27
2012-09-21,F.US.EPZ12,1452.0,CFE_V12_VX,16.05,26
2012-09-24,F.US.EPZ12,1451.5,CFE_V12_VX,15.89,23
2012-09-25,F.US.EPZ12,1437.25,CFE_V12_VX,17.15,22
2012-09-26,F.US.EPZ12,1427.0,CFE_V12_VX,17.75,21
2012-09-27,F.US.EPZ12,1441.0,CFE_V12_VX,16.1,20
2012-09-28,F.US.EPZ12,1434.25,CFE_V12_VX,16.39,19
2012-10-01,F.US.EPZ12,1437.0,CFE_V12_VX,16.96,16
2012-10-02,F.US.EPZ12,1441.0,CFE_V12_VX,16.6,15
2012-10-03,F.US.EPZ12,1444.75,CFE_V12_VX,16.5,14
2012-10-04,F.US.EPZ12,1455.75,CFE_V12_VX,15.8,13
2012-10-05,F.US.EPZ12,1455.5,CFE_V12_VX,15.75,12
2012-10-08,F.US.EPZ12,1449.75,CFE_V12_VX,15.89,9
2012-10-09,F.US.EPZ12,1436.0,CFE_V12_VX,16.7,8
2012-10-10,F.US.EPZ12,1426.25,CFE_V12_VX,16.75,7
2012-10-11,F.US.EPZ12,1428.5,CFE_V12_VX,16.2,6
2012-10-12,F.US.EPZ12,1421.5,CFE_V12_VX,16.65,5
2012-10-15,F.US.EPZ12,1435.5,CFE_V12_VX,15.7,2
2012-10-16,F.US.EPZ12,1449.25,CFE_V12_VX,15.5,1
2012-10-17,F.US.EPZ12,1457.0,CFE_X12_VX,16.45,35
2012-10-18,F.US.EPZ12,1451.5,CFE_X12_VX,16.7,34
2012-10-19,F.US.EPZ12,1424.0,CFE_X12_VX,17.6,33
2012-10-22,F.US.EPZ12,1430.0,CFE_X12_VX,17.36,30
2012-10-23,F.US.EPZ12,1406.75,CFE_X12_VX,19.21,29
2012-10-24,F.US.EPZ12,1405.25,CFE_X12_VX,18.75,28
2012-10-25,F.US.EPZ12,1408.25,CFE_X12_VX,18.28,27
2012-10-26,F.US.EPZ12,1407.5,CFE_X12_VX,18.27,26
2012-10-31,F.US.EPZ12,1406.75,CFE_X12_VX,18.96,21
2012-11-01,F.US.EPZ12,1423.25,CFE_X12_VX,16.9,20
2012-11-02,F.US.EPZ12,1405.5,CFE_X12_VX,17.8,19
2012-11-05,F.US.EPZ12,1412.0,CFE_X12_VX,18.1,16
2012-11-06,F.US.EPZ12,1425.25,CFE_X12_VX,17.05,15
2012-11-07,F.US.EPZ12,1389.0,CFE_X12_VX,18.86,14
2012-11-08,F.US.EPZ12,1375.25,CFE_X12_VX,18.5,13
2012-11-09,F.US.EPZ12,1375.75,CFE_X12_VX,18.59,12
2012-11-12,F.US.EPZ12,1378.25,CFE_X12_VX,17.08,9
2012-11-13,F.US.EPZ12,1371.0,CFE_X12_VX,16.95,8
2012-11-14,F.US.EPZ12,1353.0,CFE_X12_VX,17.84,7
2012-11-15,F.US.EPZ12,1351.25,CFE_X12_VX,18.05,6
2012-11-16,F.US.EPZ12,1359.75,CFE_X12_VX,16.75,5
2012-11-19,F.US.EPZ12,1382.5,CFE_X12_VX,15.25,2
2012-11-20,F.US.EPZ12,1386.25,CFE_X12_VX,15.15,1
2012-11-21,F.US.EPZ12,1388.25,CFE_Z12_VX,16.44,28
2012-11-23,F.US.EPZ12,1405.25,CFE_Z12_VX,16.1,26
2012-11-26,F.US.EPZ12,1403.25,CFE_Z12_VX,15.6,23
2012-11-27,F.US.EPZ12,1397.5,CFE_Z12_VX,16.15,22
2012-11-28,F.US.EPZ12,1407.0,CFE_Z12_VX,15.48,21
2012-11-29,F.US.EPZ12,1415.75,CFE_Z12_VX,15.24,20
2012-11-30,F.US.EPZ12,1414.5,CFE_Z12_VX,15.54,19
2012-12-03,F.US.EPZ12,1407.0,CFE_Z12_VX,16.4,16
2012-12-04,F.US.EPZ12,1405.5,CFE_Z12_VX,16.49,15
2012-12-05,F.US.EPZ12,1408.25,CFE_Z12_VX,16.1,14
2012-12-06,F.US.EPZ12,1413.0,CFE_Z12_VX,16.39,13
2012-12-07,F.US.EPZ12,1416.0,CFE_Z12_VX,16.01,12
2012-12-10,F.US.EPZ12,1420.25,CFE_Z12_VX,16.0,9
2012-12-11,F.US.EPZ12,1431.5,CFE_Z12_VX,15.56,8
2012-12-12,F.US.EPZ12,1427.25,CFE_Z12_VX,16.11,7
2012-12-13,F.US.EPZ12,1418.0,CFE_Z12_VX,16.61,6
2012-12-14,F.US.EPZ12,1415.0,CFE_Z12_VX,16.86,5
2012-12-17,F.US.EPZ12,1432.5,CFE_Z12_VX,16.19,2
2012-12-18,F.US.EPZ12,1445.75,CFE_Z12_VX,15.55,1
2012-12-19,F.US.EPZ12,1437.25,CFE_F13_VX,17.1,28
2012-12-20,F.US.EPZ12,1445.5,CFE_F13_VX,17.51,27
2012-12-21,F.US.EPH13,1426.0,CFE_F13_VX,18.24,26
2012-12-24,F.US.EPH13,1419.75,CFE_F13_VX,18.64,23
2012-12-26,F.US.EPH13,1413.5,CFE_F13_VX,19.49,21
2012-12-27,F.US.EPH13,1410.75,CFE_F13_VX,19.09,20
2012-12-28,F.US.EPH13,1384.0,CFE_F13_VX,22.35,19
2012-12-31,F.US.EPH13,1420.0,CFE_F13_VX,17.68,16
2013-01-02,F.US.EPH13,1457.0,CFE_F13_VX,15.6,14
2013-01-03,F.US.EPH13,1453.5,CFE_F13_VX,15.9,13
2013-01-04,F.US.EPH13,1457.75,CFE_F13_VX,15.3,12
2013-01-07,F.US.EPH13,1455.75,CFE_F13_VX,14.75,9
2013-01-08,F.US.EPH13,1452.25,CFE_F13_VX,14.65,8
2013-01-09,F.US.EPH13,1455.75,CFE_F13_VX,14.7,7
2013-01-10,F.US.EPH13,1467.0,CFE_F13_VX,14.2,6
2013-01-11,F.US.EPH13,1467.25,CFE_F13_VX,14.14,5
2013-01-14,F.US.EPH13,1464.25,CFE_F13_VX,14.09,2
2013-01-15,F.US.EPH13,1465.25,CFE_F13_VX,14.2,1
2013-01-16,F.US.EPH13,1465.5,CFE_G13_VX,15.5,28
2013-01-17,F.US.EPH13,1475.75,CFE_G13_VX,15.69,27
2013-01-18,F.US.EPH13,1479.0,CFE_G13_VX,14.65,26
2013-01-22,F.US.EPH13,1489.5,CFE_G13_VX,14.05,22
2013-01-23,F.US.EPH13,1490.25,CFE_G13_VX,13.69,21
2013-01-24,F.US.EPH13,1491.75,CFE_G13_VX,13.94,20
2013-01-25,F.US.EPH13,1495.75,CFE_G13_VX,14.09,19
2013-01-28,F.US.EPH13,1497.0,CFE_G13_VX,14.59,16
2013-01-29,F.US.EPH13,1505.0,CFE_G13_VX,14.04,15
2013-01-30,F.US.EPH13,1495.25,CFE_G13_VX,15.15,14
2013-01-31,F.US.EPH13,1493.25,CFE_G13_VX,14.9,13
2013-02-01,F.US.EPH13,1506.75,CFE_G13_VX,14.29,12
2013-02-04,F.US.EPH13,1493.5,CFE_G13_VX,15.29,9
2013-02-05,F.US.EPH13,1506.0,CFE_G13_VX,14.39,8
2013-02-06,F.US.EPH13,1506.75,CFE_G13_VX,14.15,7
2013-02-07,F.US.EPH13,1505.25,CFE_G13_VX,14.09,6
2013-02-08,F.US.EPH13,1512.5,CFE_G13_VX,13.8,5
2013-02-11,F.US.EPH13,1513.0,CFE_G13_VX,13.5,2
2013-02-12,F.US.EPH13,1516.25,CFE_G13_VX,13.0,1
2013-02-13,F.US.EPH13,1517.25,CFE_H13_VX,14.75,35
2013-02-14,F.US.EPH13,1518.5,CFE_H13_VX,14.55,34
2013-02-15,F.US.EPH13,1517.0,CFE_H13_VX,14.5,33
2013-02-19,F.US.EPH13,1528.0,CFE_H13_VX,13.89,29
2013-02-20,F.US.EPH13,1507.0,CFE_H13_VX,15.39,28
2013-02-21,F.US.EPH13,1501.0,CFE_H13_VX,15.5,27
2013-02-22,F.US.EPH13,1514.5,CFE_H13_VX,14.84,26
2013-02-25,F.US.EPH13,1487.25,CFE_H13_VX,17.65,23
2013-02-26,F.US.EPH13,1492.5,CFE_H13_VX,17.06,22
2013-02-27,F.US.EPH13,1515.75,CFE_H13_VX,15.43,21
2013-02-28,F.US.EPH13,1513.25,CFE_H13_VX,16.14,20
2013-03-01,F.US.EPH13,1516.5,CFE_H13_VX,16.39,19
2013-03-04,F.US.EPH13,1525.75,CFE_H13_VX,14.99,16
2013-03-05,F.US.EPH13,1537.0,CFE_H13_VX,14.54,15
2013-03-06,F.US.EPH13,1539.0,CFE_H13_VX,14.7,14
2013-03-07,F.US.EPH13,1542.75,CFE_H13_VX,14.19,13
2013-03-08,F.US.EPH13,1549.5,CFE_H13_VX,13.8,12
2013-03-11,F.US.EPH13,1556.0,CFE_H13_VX,13.0,9
2013-03-12,F.US.EPH13,1552.5,CFE_H13_VX,13.24,8
2013-03-13,F.US.EPH13,1556.0,CFE_H13_VX,12.94,7
2013-03-14,F.US.EPH13,1562.25,CFE_H13_VX,12.54,6
2013-03-15,F.US.EPM13,1553.5,CFE_H13_VX,12.54,5
2013-03-18,F.US.EPM13,1546.75,CFE_H13_VX,13.68,2
2013-03-19,F.US.EPM13,1542.25,CFE_H13_VX,14.79,1
2013-03-20,F.US.EPM13,1549.0,CFE_J13_VX,14.48,28
2013-03-21,F.US.EPM13,1539.0,CFE_J13_VX,14.94,27
2013-03-22,F.US.EPM13,1552.0,CFE_J13_VX,14.8,26
2013-03-25,F.US.EPM13,1547.0,CFE_J13_VX,14.55,23
2013-03-26,F.US.EPM13,1557.25,CFE_J13_VX,14.19,22
2013-03-27,F.US.EPM13,1556.75,CFE_J13_VX,14.4,21
2013-03-28,F.US.EPM13,1562.75,CFE_J13_VX,14.19,20
2013-04-01,F.US.EPM13,1556.0,CFE_J13_VX,14.4,16
2013-04-02,F.US.EPM13,1564.5,CFE_J13_VX,13.8,15
2013-04-03,F.US.EPM13,1548.5,CFE_J13_VX,14.64,14
2013-04-04,F.US.EPM13,1554.5,CFE_J13_VX,14.25,13
2013-04-05,F.US.EPM13,1546.0,CFE_J13_VX,14.34,12
2013-04-08,F.US.EPM13,1559.25,CFE_J13_VX,13.65,9
2013-04-09,F.US.EPM13,1563.25,CFE_J13_VX,13.6,8
2013-04-10,F.US.EPM13,1582.75,CFE_J13_VX,13.11,7
2013-04-11,F.US.EPM13,1587.75,CFE_J13_VX,13.15,6
2013-04-12,F.US.EPM13,1582.0,CFE_J13_VX,12.75,5
2013-04-15,F.US.EPM13,1543.5,CFE_J13_VX,16.7,2
2013-04-16,F.US.EPM13,1568.75,CFE_J13_VX,13.95,1
2013-04-17,F.US.EPM13,1546.0,CFE_K13_VX,16.44,35
2013-04-18,F.US.EPM13,1534.0,CFE_K13_VX,17.19,34
2013-04-19,F.US.EPM13,1547.5,CFE_K13_VX,15.94,33
2013-04-22,F.US.EPM13,1556.0,CFE_K13_VX,15.3,30
2013-04-23,F.US.EPM13,1573.5,CFE_K13_VX,14.55,29
2013-04-24,F.US.EPM13,1574.0,CFE_K13_VX,14.65,28
2013-04-25,F.US.EPM13,1581.75,CFE_K13_VX,14.8,27
2013-04-26,F.US.EPM13,1576.5,CFE_K13_VX,14.77,26
2013-04-29,F.US.EPM13,1588.25,CFE_K13_VX,14.75,23
2013-04-30,F.US.EPM13,1592.25,CFE_K13_VX,14.42,22
2013-05-01,F.US.EPM13,1577.25,CFE_K13_VX,15.12,21
2013-05-02,F.US.EPM13,1592.25,CFE_K13_VX,14.53,20
2013-05-03,F.US.EPM13,1608.5,CFE_K13_VX,14.25,19
2013-05-06,F.US.EPM13,1613.5,CFE_K13_VX,13.88,16
2013-05-07,F.US.EPM13,1620.5,CFE_K13_VX,13.84,15
2013-05-08,F.US.EPM13,1628.75,CFE_K13_VX,13.98,14
2013-05-09,F.US.EPM13,1624.5,CFE_K13_VX,14.19,13
2013-05-10,F.US.EPM13,1629.5,CFE_K13_VX,13.84,12
2013-05-13,F.US.EPM13,1630.75,CFE_K13_VX,13.63,9
2013-05-14,F.US.EPM13,1648.0,CFE_K13_VX,13.54,8
2013-05-15,F.US.EPM13,1654.25,CFE_K13_VX,13.68,7
2013-05-16,F.US.EPM13,1648.0,CFE_K13_VX,13.93,6
2013-05-17,F.US.EPM13,1663.0,CFE_K13_VX,13.16,5
2013-05-20,F.US.EPM13,1664.5,CFE_K13_VX,13.28,2
2013-05-21,F.US.EPM13,1665.5,CFE_K13_VX,13.52,1
2013-05-22,F.US.EPM13,1655.5,CFE_M13_VX,15.27,28
2013-05-23,F.US.EPM13,1650.0,CFE_M13_VX,15.47,27
2013-05-24,F.US.EPM13,1650.5,CFE_M13_VX,15.48,26
2013-05-28,F.US.EPM13,1654.5,CFE_M13_VX,15.18,22
2013-05-29,F.US.EPM13,1647.0,CFE_M13_VX,15.37,21
2013-05-30,F.US.EPM13,1653.5,CFE_M13_VX,15.39,20
2013-05-31,F.US.EPM13,1629.0,CFE_M13_VX,16.03,19
2013-06-03,F.US.EPM13,1636.25,CFE_M13_VX,15.98,16
2013-06-04,F.US.EPM13,1631.25,CFE_M13_VX,16.09,15
2013-06-05,F.US.EPM13,1608.0,CFE_M13_VX,17.05,14
2013-06-06,F.US.EPM13,1622.75,CFE_M13_VX,16.53,13
2013-06-07,F.US.EPM13,1638.5,CFE_M13_VX,15.78,12
2013-06-10,F.US.EPM13,1642.0,CFE_M13_VX,15.59,9
2013-06-11,F.US.EPM13,1627.0,CFE_M13_VX,16.89,8
2013-06-12,F.US.EPM13,1610.0,CFE_M13_VX,18.23,7
2013-06-13,F.US.EPM13,1636.75,CFE_M13_VX,16.78,6
2013-06-14,F.US.EPM13,1624.25,CFE_M13_VX,17.52,5
2013-06-17,F.US.EPM13,1639.75,CFE_M13_VX,16.92,2
2013-06-18,F.US.EPM13,1651.0,CFE_M13_VX,16.76,1
2013-06-19,F.US.EPM13,1629.5,CFE_N13_VX,17.54,28
2013-06-20,F.US.EPM13,1590.5,CFE_N13_VX,19.59,27
2013-06-21,F.US.EPU13,1584.0,CFE_N13_VX,18.98,26
2013-06-24,F.US.EPU13,1566.25,CFE_N13_VX,20.12,23
2013-06-25,F.US.EPU13,1581.5,CFE_N13_VX,19.42,22
2013-06-26,F.US.EPU13,1595.5,CFE_N13_VX,18.83,21
2013-06-27,F.US.EPU13,1606.5,CFE_N13_VX,18.16,20
2013-06-28,F.US.EPU13,1599.25,CFE_N13_VX,18.03,19
2013-07-01,F.US.EPU13,1606.75,CFE_N13_VX,17.65,16
2013-07-02,F.US.EPU13,1607.25,CFE_N13_VX,17.58,15
2013-07-03,F.US.EPU13,1609.0,CFE_N13_VX,17.21,14
2013-07-05,F.US.EPU13,1627.25,CFE_N13_VX,15.9,12
2013-07-08,F.US.EPU13,1635.5,CFE_N13_VX,15.34,9
2013-07-09,F.US.EPU13,1645.5,CFE_N13_VX,15.08,8
2013-07-10,F.US.EPU13,1648.5,CFE_N13_VX,14.81,7
2013-07-11,F.US.EPU13,1670.0,CFE_N13_VX,14.46,6
2013-07-12,F.US.EPU13,1670.25,CFE_N13_VX,14.63,5
2013-07-15,F.US.EPU13,1677.5,CFE_N13_VX,14.02,2
2013-07-16,F.US.EPU13,1671.25,CFE_N13_VX,14.21,1
2013-07-17,F.US.EPU13,1675.5,CFE_Q13_VX,15.55,35
2013-07-18,F.US.EPU13,1680.5,CFE_Q13_VX,15.42,34
2013-07-19,F.US.EPU13,1689.5,CFE_Q13_VX,14.86,33
2013-07-22,F.US.EPU13,1690.25,CFE_Q13_VX,14.67,30
2013-07-23,F.US.EPU13,1688.25,CFE_Q13_VX,14.62,29
2013-07-24,F.US.EPU13,1683.75,CFE_Q13_VX,14.76,28
2013-07-25,F.US.EPU13,1684.0,CFE_Q13_VX,14.47,27
2013-07-26,F.US.EPU13,1686.5,CFE_Q13_VX,14.42,26
2013-07-29,F.US.EPU13,1682.5,CFE_Q13_VX,14.63,23
2013-07-30,F.US.EPU13,1684.75,CFE_Q13_VX,14.27,22
2013-07-31,F.US.EPU13,1680.5,CFE_Q13_VX,13.87,21
2013-08-01,F.US.EPU13,1700.25,CFE_Q13_VX,13.57,20
2013-08-02,F.US.EPU13,1704.0,CFE_Q13_VX,13.13,19
2013-08-05,F.US.EPU13,1702.5,CFE_Q13_VX,13.03,16
2013-08-06,F.US.EPU13,1694.0,CFE_Q13_VX,13.37,15
2013-08-07,F.US.EPU13,1688.25,CFE_Q13_VX,13.53,14
2013-08-08,F.US.EPU13,1693.75,CFE_Q13_VX,13.22,13
